frequency_hz,pair_first_raw_db,pair_first_smoothed_db,energy_neutral_db,recommended_db,smoothing_width_octaves,pair_mad_db,n_pairs,attack_sustain_disagreement_db,loo_max_change_db,reliability,pipeline_version
28.432827123036525,-0.7685473926461799,-0.7611890160207238,-0.9633779527490981,-0.5870852310076891,0.25,3.220175592085987,14,0.8016706399851437,0.08518899107402733,0.7477124710290466,V14.0
28.67777018864453,-0.7684415842326517,-0.7606643757926782,-0.9628533125210526,-0.5866765824341055,0.25,3.220185112519829,14,0.8065278516396396,0.0850692086693502,0.7476916101073482,V14.0
28.924823389313318,-0.7682999107895863,-0.760096167581726,-0.9622851043101004,-0.5862288423676012,0.25,3.220247869978011,14,0.8113505369125971,0.0849536021715277,0.7476624096584416,V14.0
29.174004903430454,-0.7681224493015555,-0.7594808918333963,-0.9616698285617706,-0.5857395093551173,0.25,3.2203637504121128,14,0.8161396400322811,0.08484381721104406,0.747624993323168,V14.0
29.425333065986596,-0.7679092711424658,-0.7588148104813415,-0.9610037472097158,-0.5852060267322067,0.25,3.22053264809237,14,0.8208960926891316,0.08474170536066261,0.7475796388074025,V14.0
29.6788263699247,-0.7676604421213671,-0.7580939394805204,-0.9602828762088947,-0.5846257478857781,0.25,3.220754465539712,14,0.8256208143015995,0.08464933783665085,0.7475267409432725,V14.0
29.934503467500676,-0.767376022527299,-0.757314042609874,-0.9595029793382484,-0.5839959003470773,0.25,3.221029113459278,14,0.8303147122778165,0.08456901880303824,0.7474667719636536,V14.0
30.192383171655823,-0.7670560671733891,-0.7564706268039958,-0.9586595635323701,-0.5833135524950153,0.25,3.2213565106751023,14,0.834978682273193,0.08450329805076784,0.7474002435322786,V14.0
30.45248445740117,-0.766700625439994,-0.7555589392861306,-0.957747876014505,-0.58257558577384,0.25,3.2217365840660346,14,0.8396136084439818,0.0844549828028115,0.7473276739628774,V14.0
30.714826463213633,-0.7663097413170685,-0.7545736088155776,-0.9567625455439519,-0.5817784067473386,0.25,3.2221692685030514,14,0.8442203636969168,0.08442750634620877,0.7472495626803816,V14.0
30.979428492444203,-0.7658834534457942,-0.7535096581614669,-0.9556985948898412,-0.5809186901619475,0.25,3.2226545067874284,14,0.8487998099350108,0.08442392638229179,0.7471663726138399,V14.0
31.246310014738402,-0.7654217951593061,-0.7523615479256177,-0.9545504846539921,-0.5799926566923146,0.25,3.2231922495904453,14,0.8533527982995831,0.08444789296344313,0.7470785200790007,V14.0
31.51549066746875,-0.7649247945226927,-0.7511234890451545,-0.9533124257735288,-0.5789963051965828,0.25,3.223782455394024,14,0.8578801694085415,0.08450334866328546,0.7469863727233745,V14.0
31.786990257179824,-0.7643924743722719,-0.749789452828315,-0.9519783895566893,-0.5779254122958,0.25,3.224425090432528,14,0.8623827535910866,0.08459453208977974,0.7468902388700975,V14.0
32.06082876104558,-0.7638248523540732,-0.7483531843946806,-0.9505421211230549,-0.5767755612654886,0.25,3.2251201286357194,14,0.8668613711188198,0.08472597881724309,0.7467903913578092,V14.0
32.337026328339235,-0.7632219409616071,-0.7468082197356982,-0.9489971564640726,-0.5755421490896492,0.25,3.2258675515726902,14,0.8713168324333934,0.084902519452148,0.7466870597545282,V14.0
32.615603281915995,-0.7625837475729751,-0.7451479065767519,-0.9473368433051262,-0.5742204063414734,0.25,3.226667348396969,14,0.8757499383707357,0.08512927456514285,0.7465804354265669,V14.0
32.896580119708354,-0.7619102744871993,-0.7433654291800191,-0.9455543659083935,-0.5728054188727799,0.25,3.2275195157925234,14,0.880161480381902,0.08541164624639686,0.7464706751487897,V14.0
33.179977516234295,-0.7612015189599555,-0.7414538371639662,-0.9436427738923405,-0.5712921511309917,0.25,3.2284240579208943,14,0.8845522407507027,0.08575530608744364,0.7463579029323968,V14.0
33.465816324118684,-0.7604574732385756,-0.7394060776849215,-0.9415950144132958,-0.5696754706842384,0.25,3.229380986369225,14,0.8889229928080609,0.08616618010618526,0.746242210136348,V14.0
33.754117575627454,-0.7596781245964846,-0.7372150336805892,-0.9394039704089635,-0.5679501762919975,0.25,3.2303903200992408,14,0.8932745011432506,0.08665042776106469,0.7461236542551425,V14.0
34.04490248421534,-0.7588634553669291,-0.7348735641424162,-0.9370625008707906,-0.5661110270049134,0.25,3.231452085397252,14,0.8976075218120596,0.08721441891826842,0.7460022570027831,V14.0
34.33819244608668,-0.7580134429761305,-0.7323745487714628,-0.9345634854998371,-0.5641527746247184,0.25,3.2325663158249616,14,0.9019228025418966,0.08786470623442344,0.7458780024259073,V14.0
34.63400904176976,-0.7571280599758567,-0.7297109361774978,-0.9318998729058722,-0.5620701991362708,0.25,3.233733052171223,14,0.905152004990714,0.08860799360035998,0.7457508353518648,V14.0
34.9323740377048,-0.7562072740753544,-0.7268757953115741,-0.9290647320399484,-0.5598584403483667,0.25,3.2349523424046596,14,0.9072793931726244,0.0894511007513401,0.7456210510086008,V14.0
35.233309387845516,-0.7552510481728094,-0.7238623697498716,-0.926051306478246,-0.5575133925756838,0.25,3.2362242416270353,14,0.9094039550713195,0.0904009242144247,0.7454897754342624,V14.0
35.53683723527445,-0.7542593403861186,-0.7206641343767122,-0.9228530711050865,-0.5550300745671176,0.25,3.237548812027642,14,0.9115260312248419,0.09146439482916824,0.7453567381598306,V14.0
35.84297991383237,-0.7532321040832846,-0.7172748539489624,-0.9194637906773367,-0.5524038694813754,0.25,3.2389261228382327,14,0.9136459600907845,0.0926484321420894,0.7452218570764496,V14.0
36.151759949761605,-0.7521692879121582,-0.7136886429643016,-0.9158775796926759,-0.5496316170695096,0.25,3.24035625028891,14,0.9157640781242837,0.09395989603693988,0.7450866625315785,V14.0
36.46320006336342,-0.7510708358297646,-0.7099000262035311,-0.9120889629319054,-0.546710561101323,0.25,3.2418392775646576,14,0.917880719855272,0.09540553602022817,0.7449528432019521,V14.0
36.77732317066997,-0.7499366871310904,-0.7059039992736645,-0.9080929360020389,-0.5436388866692503,0.25,3.24337529476268,14,0.9199962179650412,0.09699193863346545,0.744822929385592,V14.0
37.0941523851304,-0.7487667764774318,-0.7016960884452259,-0.9038850251736003,-0.5404159494480429,0.25,3.2449643988503345,14,0.922110903362121,0.09872547350895766,0.7447005772705729,V14.0
37.413711019311485,-0.7475610339242675,-0.6972735099874309,-0.8994624467158052,-0.5370433116312628,0.25,3.246606693623839,14,0.9242251052574966,0.10061113769118357,0.7445908510576629,V14.0
37.73602258661313,-0.7463193849486994,-0.6926339854267975,-0.8948229221551719,-0.5335239948991879,0.25,3.2483022896675924,14,0.9263391512392025,0.1026537416427099,0.7445004695686357,V14.0
38.06111080299838,-0.7450417504764631,-0.6877746340475643,-0.8899635707759387,-0.5298617110046677,0.25,3.2500513043140944,14,0.9284533673462638,0.10485990409237567,0.7444379562711877,V14.0
38.38899958873854,-0.7437280469085487,-0.6826934615815569,-0.8848823983099312,-0.5260619028408133,0.25,3.2518538616045176,14,0.9305680781420816,0.10723506872635769,0.7444136305108626,V14.0
38.71971307017325,-0.7423781861473848,-0.6773899799426003,-0.8795789166709747,-0.5221319871088637,0.25,3.2537100922498388,14,0.9326836067871798,0.10978385130509605,0.7444393917103166,V14.0
39.05327558148562,-0.7409920756227129,-0.6718644226488777,-0.874053359377252,-0.5180803800877305,0.25,3.255620133592542,14,0.9348002751114395,0.1125101550144868,0.7445282548883715,V14.0
39.38971166649293,-0.7395696183170458,-0.6661177075887087,-0.868306644317083,-0.5139158691664147,0.25,3.257584129568831,14,0.93691840368575,0.11541704179012902,0.7446935645294037,V14.0
39.729046080452385,-0.7381107127908045,-0.6601515261673316,-0.862340462895706,-0.5096467923082341,0.25,3.2596022306713643,14,0.9390383118931553,0.11850673832697611,0.7449477532230886,V14.0
40.071303791882826,-0.7366152532071413,-0.653969376785356,-0.8561583135137304,-0.5052805564097919,0.25,3.2616745939124536,14,0.9411603179994704,0.12178159562849356,0.7453004937785767,V14.0
40.41650998440181,-0.735083129356402,-0.6475749274008137,-0.849763864129188,-0.5008208009927696,0.25,3.2638013827878276,14,0.9432847392234288,0.12524238763032447,0.7457561945284663,V14.0
40.76469005857865,-0.7335142266803589,-0.6409737767315373,-0.8431627134599117,-0.49626686736669257,0.25,3.265982767240652,14,0.9454118918063268,0.12888902291797333,0.746310987961704,V14.0
41.115869633803456,-0.731908426296138,-0.6341735657339265,-0.8363625024623008,-0.49161204463001884,0.25,3.2682189236261037,14,0.947542091081244,0.13271963423603128,0.7469495099937687,V14.0
41.47007455017226,-0.7302656050198598,-0.6271810603339364,-0.8293699970623107,-0.4868398859658626,0.25,3.2705100346762896,14,0.9496756515417941,0.1367337679881323,0.7476419432751134,V14.0
41.82733087038819,-0.7285856353900539,-0.620005379309615,-0.8221943160379893,-0.48192570783544836,0.25,3.2728562894655435,14,0.9518128869104667,0.14093138130280303,0.7483417382023791,V14.0
42.187664881679396,-0.7268683856909004,-0.6126549963717708,-0.8148439331001451,-0.4768340516951937,0.25,3.2752578833759753,14,0.9539541102065694,0.14530809733512973,0.7489840815919229,V14.0
42.55110309773319,-0.7251137199751392,-0.6051404309744147,-0.8073293677027891,-0.47152173851786144,0.25,3.2777150180634944,14,0.9560996338137702,0.1498602181446111,0.7494863282252728,V14.0
42.91767226064688,-0.7233214980869138,-0.597473412653937,-0.7996623493823114,-0.46593883148962023,0.25,3.2802279014239524,14,0.958249769547274,0.1545830466008805,0.7497492872373852,V14.0
43.2873993428956,-0.7214915756843508,-0.5896667352025321,-0.7918556719309064,-0.46003166655834066,0.25,3.2827967475596562,14,0.961377980596335,0.1594710210911784,0.7496611037031063,V14.0
43.660311549316916,-0.7196238042620222,-0.5817342386008315,-0.7839231753292059,-0.45374704057304016,0.25,3.108168780094829,14,0.9645829747785432,0.16451772422944905,0.7491031864554628,V14.0
44.03643631911252,-0.7177180311732716,-0.5736907876942177,-0.775879724422592,-0.447037368349288,0.25,2.513756613928063,14,0.9678105839447628,0.16971589702599155,0.7479582576047369,V14.0
44.415801327867364,-0.7157740996523793,-0.5655522481920053,-0.7677411849203797,-0.4398664732772446,0.25,2.5165834127247826,14,0.9025609619588517,0.17505745836313313,0.7461201969628762,V14.0
44.7984344895859,-0.4513981567707147,-0.5573354605938047,-0.759524397322179,-0.4322155353728698,0.25,2.9084921320958284,14,0.8578441170016702,0.1805335295802929,0.7435050751277221,V14.0
45.18436395874615,-0.4510361844990896,-0.5490582126634165,-0.7512471493917908,-0.4240886107512295,0.25,2.9089739588768637,14,0.9099061929567736,0.18613446393006727,0.7400624988530228,V14.0
45.57361813237128,-0.45067463658396145,-0.5407378601266628,-0.7429267968550372,-0.41551608440080373,0.25,2.909455376449514,14,0.913304644495767,0.1918485296842397,0.7357861698786955,V14.0
45.96622565211902,-0.4503134928287112,-0.5323915145016787,-0.734580451230053,-0.4065575797046004,0.25,2.9099364144639317,14,0.9167285758145399,0.19766898468076388,0.7307223806279163,V14.0
46.36221540638928,-0.44995273296844956,-0.5240423564241561,-0.7262312931525304,-0.39730704885490054,0.25,2.910417102672018,14,0.9201785714583837,0.20358146617802164,0.7249752079964489,V14.0
46.76161653244962,-0.44959233666777676,-0.5157114567103094,-0.7179003934386837,-0.38788450661038304,0.25,2.9108974709307174,14,0.923655220708279,0.209573703697852,0.7187071669256119,V14.0
47.16445841857934,-0.4492322835185449,-0.5074206533444837,-0.7096095900728581,-0.378433135850768,0.25,2.9113775492053735,14,0.9271591177036143,0.21563287915282264,0.7121345915928785,V14.0
47.57077070623183,-0.4488725530375699,-0.49919251977594287,-0.7013814565043173,-0.36911171544553756,0.25,2.911857367573089,14,0.9306908615659405,0.221745680157865,0.7055175745869526,V14.0
47.98058329221556,-0.44851312466435095,-0.49105033391236064,-0.693239270640735,-0.3600849170447977,0.25,2.9123369562261217,14,0.9342510565239996,0.22789835593764107,0.6991445436298305,V14.0
48.39392633089403,-0.44815397775872323,-0.4830178953954758,-0.6852068321238501,-0.35151231136311706,0.25,2.9128163454753477,14,0.9378403120398571,0.2340766230771792,0.6933126959326953,V14.0
48.810830236404506,-0.4477950915985326,-0.47511993062276625,-0.6773088673511406,-0.3435375939431341,0.25,2.9132955657537356,14,0.9414592429363279,0.24026616038446458,0.6883058276813575,V14.0
49.23132568489581,-0.44743644537725435,-0.46738165070309495,-0.6695705874314694,-0.33627849583700614,0.25,2.913774647619841,14,0.9451084695256804,0.24645225801039555,0.6843723279490684,V14.0
49.655443616785675,-0.4470780182015956,-0.45982885331786383,-0.6620177900462382,-0.3298189608970204,0.25,2.9142536217613926,14,0.9487886177395348,0.2526200119139175,0.6817047597292555,V14.0
50.083215239037315,-0.446719789089072,-0.4524858956265683,-0.6546748323549427,-0.32420310122560253,0.25,2.914732518998866,14,0.9525003192601923,0.25875548941609017,0.6804242428046063,V14.0
50.514672027455525,-0.44636173696555903,-0.4453819311823929,-0.6475708679107672,-0.3194383135686132,0.25,2.9152113702891156,14,0.9562430841843783,0.2648423594017989,0.6805710827368657,V14.0
50.94984572900288,-0.4460038406628175,-0.4385441703437552,-0.6407331070721296,-0.315493208107382,0.25,2.9156902067290464,14,0.9620147263307752,0.2708654141664463,0.6821028242720112,V14.0
51.38876836413565,-0.43116868411026804,-0.4320001623794624,-0.6341890991078368,-0.31230494966963784,0.25,2.937633245098281,14,0.9647367493339765,0.27680939138857946,0.6848998994559917,V14.0
51.83147222915978,-0.39746145830239965,-0.4257783893636298,-0.6279673260920041,-0.30978792465162247,0.25,2.987556228942291,14,0.9670857864522986,0.2826596753033427,0.6887780772828992,V14.0
52.277989898607444,-0.36367613608572424,-0.41990710187711977,-0.6220960386054941,-0.30784264128514,0.25,3.0375952138332485,14,0.9674531384735461,0.2884012449715305,0.6935060855072078,V14.0
52.728354227633844,-0.2833889137177128,-0.41441530329646376,-0.6166042400248382,-0.3063663914969172,0.25,3.1565781309147387,14,0.9678296551632215,0.2940197774315451,0.6988262005798975,V14.0
53.18259835443463,-0.28251634076170495,-0.4093315991261764,-0.6115205358545508,-0.30526165174238,0.25,3.157821103519593,14,0.9682134549033119,0.29950062324231436,0.7044753718096839,V14.0
53.64075570268443,-0.2816454673568109,-0.40468543528020134,-0.6068743720085757,-0.3044444923864838,0.25,3.159061770827506,14,0.9685999871254998,0.3048301793867734,0.7102045803247038,V14.0
54.102859983995955,-0.28077623591336887,-0.4005057494357623,-0.6026946861641367,-0.30384896934059746,0.25,3.160300217937345,14,0.9689787730655202,0.3099946846976072,0.7157945791722476,V14.0
54.56894520040078,-0.2799085887662913,-0.39682213616875384,-0.5990110728971282,-0.30343086366112604,0.25,3.1615365300603355,14,0.9693261787426477,0.314981539487591,0.7210668255404552,V14.0
55.039045646851,-0.27904246816906836,-0.3936642366554434,-0.5958531733838178,-0.3031677675321906,0.25,3.162770792528901,14,0.9695893901118048,0.319778861035767,0.7258889464408314,V14.0
55.51319591374289,-0.27817781628771715,-0.39106102440592455,-0.593249961134299,-0.3030572182972775,0.25,3.164003090805682,14,0.9696508805611994,0.3243749471122515,0.7301754325529368,V14.0
55.991430889461995,-0.27731457519469965,-0.3890411584279974,-0.5912300951563718,-0.30311487618339344,0.25,3.1652335104924973,14,0.9692496234392656,0.32875881946616176,0.733885876222382,V14.0
56.47378576295017,-0.276452686862788,-0.38763280723865945,-0.5898217439670338,-0.3033698711666653,0.25,3.166462137339508,14,0.9678063935914796,0.332920250986941,0.7370163544075643,V14.0
56.96029602629501,-0.2755920931588856,-0.3868634741508894,-0.5890524108792637,-0.3038606014499347,0.25,3.167689057254304,14,0.9411376830801056,0.33684980698788947,0.7395908765706743,V14.0
57.45099747734126,-0.2747327358378012,-0.3867598191377407,-0.5889487558661151,-0.3046316668902566,0.25,3.1689143563111912,14,0.8817237907273774,0.34053889562716755,0.741654750341691,V14.0
57.94592622232478,-0.27387455653598125,-0.3873474658796426,-0.589536402608017,-0.30573013429538454,0.25,3.170138120760453,14,0.7251353376541849,0.34397981544591877,0.7432656969117273,V14.0
58.445118678529454,-0.2730174967651829,-0.38865092456688727,-0.5908398612952617,-0.3072028915091404,0.25,3.1713604370377326,14,0.566554129904224,0.3471659296034246,0.7444869665659614,V14.0
58.94861157696673,-0.27216149790610894,-0.39069300958437936,-0.5928819463127537,-0.309094368432581,0.25,3.172581391773484,14,0.5666016791744506,0.35009134455861907,0.7453820471932526,V14.0
59.45644196507819,-0.27130650120198213,-0.3934949457568675,-0.5956838824852418,-0.31144562607360243,0.25,3.173801071802482,14,0.5666492246144881,0.35275128510020426,0.7460114044282291,V14.0
59.968647209461764,-0.2704524477520801,-0.39707601931664466,-0.5992649560450191,-0.3142933899785269,0.25,3.1750195641734034,14,0.5666967662265651,0.3551420197087403,0.7464299701895558,V14.0
60.485264998621055,-0.269599278505201,-0.4014533267394818,-0.6036422634678562,-0.31766956707801375,0.25,3.176236956158547,14,0.5667443040129023,0.35726088681976637,0.7466857613594856,V14.0
61.00633334573843,-0.22783877825766458,-0.4066415177278546,-0.608830454456229,-0.32160122241834727,0.25,3.2381037673423387,14,0.5667918379757302,0.3591063153061238,0.7468197680949178,V14.0
61.53189059147226,-0.227662847739049,-0.41265268557857293,-0.6148416223069473,-0.3261110767723214,0.25,3.2383175054270876,14,0.5668393681172728,0.36067798909531745,0.7468669360838766,V14.0
62.06197540677792,-0.2274913270613687,-0.41949568828699296,-0.6216846250153674,-0.331217344218121,0.25,3.238524915187162,14,0.5668868944397569,0.3619764356261546,0.7468566875895623,V14.0
62.596626795753174,-0.22732411180220838,-0.42717156918566196,-0.6293605059140364,-0.3369307756467489,0.25,3.238726151164199,14,0.5669344169453963,0.36300709954143495,0.7468137944842703,V14.0
63.135884098508356,-0.22716109986545902,-0.4356861996963209,-0.6378751364246953,-0.34326493625968874,0.25,3.238921364451328,14,0.5669819356364312,0.3637700782024949,0.7467600977376374,V14.0
63.679786994060755,-0.22700219143078687,-0.4450380486202417,-0.6472269853486161,-0.35022742842060806,0.25,3.2391107027681096,14,0.5670294505150647,0.36426939492029003,0.7467151204047907,V14.0
64.22837550325453,-0.22684728890417094,-0.4552215187555404,-0.6574104554839147,-0.35782325109287355,0.25,3.2392943105338663,14,0.567076961583529,0.364510263125722,0.746697740764913,V14.0
64.7816899917052,-0.22669629686952247,-0.4662268337224952,-0.6684157704508695,-0.36605523595505557,0.25,3.2394723289394034,14,0.5671244688440383,0.36449896106262447,0.7467269954801103,V14.0
65.33977117277001,-0.22654912204132738,-0.4780398510782044,-0.6802287878065788,-0.37492437252045013,0.25,3.239644896017242,14,0.5671719722988201,0.3642427943260715,0.7468226829781207,V14.0
65.90266011054355,-0.22640392622776057,-0.4906419021562435,-0.6928308388846178,-0.3844304960753934,0.25,3.2398147367984653,14,0.5672194719500849,0.3637500498012394,0.7470065555156307,V14.0
66.47039822287923,-0.22617086009598758,-0.5040096625491799,-0.7061985992775542,-0.3945725611772415,0.25,3.240115061632323,14,0.5672669678000544,0.3630299410619905,0.7473025057200438,V14.0
67.04302728443693,-0.225938990090559,-0.5181150569433854,-0.7203039936717598,-0.4053481935608424,0.25,3.2404138203369883,14,0.5673144598509501,0.36209254541506264,0.7477353323297047,V14.0
67.62058942975688,-0.22570829988919922,-0.5329252017280894,-0.7351141384564638,-0.41675430404043756,0.25,3.2407110368412257,14,0.567361948104979,0.3609487329115315,0.7483315528450396,V14.0
68.2031271563597,-0.22547877327398852,-0.5484023884355068,-0.7505913251638812,-0.4287865064887039,0.25,3.241006734919562,14,0.5674094325643659,0.3596100877897834,0.7491179685222586,V14.0
68.79068332787372,-0.22525039412988007,-0.5645041106293156,-0.76669304735769,-0.44143827839268984,0.25,3.241300938194493,14,0.5674569132313222,0.3580888229609489,0.750119994498806,V14.0
69.38330117718876,-0.22502314644322516,-0.5811831363498143,-0.7833720730781887,-0.4546996654307545,0.25,3.241593670138651,14,0.5675043901080623,0.35639768829561946,0.7513595095027367,V14.0
69.98102430963712,-0.22479701430030719,-0.5983876276524247,-0.800576564380799,-0.4685555508960024,0.25,3.2418849540770154,14,0.5675518631967982,0.35454987361644696,0.7528523863193094,V14.0
70.58389670620238,-0.22457198188588634,-0.6160613081504484,-0.8182502448788227,-0.4829836175778676,0.25,3.242174813189043,14,0.5675993324997465,0.3525589074414044,0.7546059972523312,V14.0
71.19196272675542,-0.22434803348173896,-0.6341436788028938,-0.8363326155312681,-0.4979521377318899,0.25,3.2424632705107985,14,0.5676467980191156,0.35043855265347,0.7566169301181846,V14.0
71.8052671133183,-0.2241251534652186,-0.6525702814854146,-0.854759218213789,-0.5134180903545207,0.25,3.2427503489371756,14,0.5676942597571206,0.3482027003905582,0.7588696219790088,V14.0
72.42385499335671,-0.22390332630781928,-0.6712730091594187,-0.873461945887793,-0.5293250246191593,0.25,3.243036071223941,14,0.5677417177159686,0.34586526355100644,0.7613348933378837,V14.0
73.04777188310035,-0.2236825365737366,-0.6901804607246176,-0.8923693974529919,-0.545602757345298,0.25,3.243320459989918,14,0.5677891718978707,0.343440071391313,0.7639712952530907,V14.0
73.67706369089193,-0.22346276891844666,-0.7092183379180199,-0.9114072746463943,-0.5621672353912395,0.25,3.243603537719062,14,0.5116350928942095,0.3409407667507397,0.7667264426927519,V14.0
74.31177672056539,-0.3636938557059158,-0.728309880921987,-0.9304988176503614,-0.5789226677077002,0.25,3.0356543826832016,14,0.42557132505136025,0.33838070746887183,0.7695410814773221,V14.0
74.95195767485275,-0.5969482011975904,-0.7473763386797896,-0.9495652754081639,-0.5957633478274789,0.25,2.689789148059453,14,0.37743922579119565,0.33577287356470964,0.772352026721815,V14.0
75.5976536588207,-0.7313080936178392,-0.7663374693034403,-0.9685264060318146,-0.6125774944900925,0.25,2.5008816857237477,14,0.16921263742691295,0.3331297817172198,0.775097078322296,V14.0
76.24891218333663,-0.7943489955374923,-0.785112065408569,-0.9873010021369434,-0.6292514627491151,0.25,2.5009189460939187,14,0.21839284785834734,0.3304634085261335,0.7777195458362212,V14.0
76.90578116856427,-0.8836961497795264,-0.8036184987371631,-1.0058074354655375,-0.6456741834199201,0.25,2.5009562458154084,14,0.35720114048294194,0.3277851239372797,0.7801722940866989,V14.0
77.56830894749011,-0.9721580114030541,-0.8217752780420364,-1.0239642147704109,-0.6617409713713626,0.25,2.5037775868306875,14,0.46088455442562704,0.32510563608894216,0.7824204125546422,V14.0
78.23654426947937,-1.0267704861894622,-0.8395016139161355,-1.04169055064451,-0.6773569790866191,0.25,2.576849400573424,14,0.46067159652945133,0.32243494867532174,0.7844430941126797,V14.0
78.91053630386332,-1.0278362517675292,-0.8567179840626413,-1.0589069207910158,-0.6924391116817648,0.25,2.501068381254419,14,0.4604589870723482,0.3197823317318156,0.7862335592019546,V14.0
79.59033464355713,-1.089418791673257,-0.8733466924233249,-1.0755356291516993,-0.7069159319452921,0.25,2.5011058385478195,14,0.46024672546304535,0.3171563065269325,0.787796827262532,V14.0
80.27598930870877,-1.0896217679732254,-0.8893123423802999,-1.0915012791086742,-0.7207264202154787,0.25,2.5011433352758643,14,0.460034811111262,0.31456471823602516,0.7891466597192567,V14.0
80.96755075037981,-1.1537448286596852,-0.9045425502289263,-1.1067314869573006,-0.7338170313380425,0.25,2.56119756294384,14,0.45982324342769676,0.31201456396823757,0.7903008981633688,V14.0
81.66506985425755,-1.3951279968222203,-0.9189682877602912,-1.1211572244886656,-0.7461368890202956,0.25,2.6923931463142035,14,0.79663134542251,0.3095121810499617,0.7912756901153415,V14.0
82.36859794439906,-1.5241212489126958,-0.9325243986263414,-1.1347133353547159,-0.7576323180904226,0.25,2.6911170776639213,14,0.9003271528121697,0.3070632447007007,0.7920794534668558,V14.0
83.07818678700797,-1.7198925767301632,-0.9451499843516131,-1.1473389210799876,-0.7682419900011116,0.25,2.400429998314016,14,1.3250595383195223,0.3046728732076228,0.7927080595785294,V14.0
83.79388859424324,-1.7411415727068453,-0.9567888722585807,-1.1589778089869551,-0.7778922936449021,0.25,2.368220088930869,14,1.3507664698457238,0.3023456225546084,0.7931404354084755,V14.0
84.51575602806098,-1.7415651590201253,-0.9673874840890581,-1.1695764208174324,-0.786491910586337,0.25,2.366289956375283,14,1.3506476951509085,0.3000829967470837,0.7933355478679278,V14.0
85.24384220408949,-1.7418477415371938,-0.9768991076637248,-1.1790880443920992,-0.7939338841383338,0.25,2.3632521068477303,14,1.3506109405296325,0.297889447076906,0.7932317042440434,V14.0
85.97820069553754,-1.7420424809643338,-0.9852857726523028,-1.1874747093806772,-0.8000985910317339,0.25,2.357435671617757,14,1.3507045331251484,0.29576926708477536,0.7927483244149621,V14.0
86.71888553713609,-1.7421840056317586,-0.9925128491834373,-1.1947017859118116,-0.8048531755618075,0.25,2.345272858511577,14,1.3510053189655602,0.29372555817766943,0.7917894761298683,V14.0
