frequency_hz,diagnostic_db,energy_neutral_db,recommended_db,ci95_low_db,ci95_high_db,pair_count,effective_pairs_kish,median_snr_db,reliability,codec_prior,pipeline_version
20.791212274923435,0.0018277162888655637,0.9754100052626683,2.7140131736968093e-05,-0.0011328454234035995,0.004491287032145005,0,0.0,,2.0886748333300054e-05,1.0,V12.0
20.82631405991329,0.0019115359995637436,0.9754938249733665,2.7141827648735113e-05,-0.0010440026462995146,0.004485952821267237,0,0.0,,2.0886706155279002e-05,1.0,V12.0
20.861475107215185,0.0019953557102619025,0.9755776446840646,2.7143521757245364e-05,-0.0009541099588333199,0.00448061861038947,0,0.0,,2.0886662595111122e-05,1.0,V12.0
20.896695516881625,0.0020791754209600827,0.9756614643947628,2.7145214032696055e-05,-0.0008642172713671009,0.004475284399511702,0,0.0,,2.0886617630132374e-05,1.0,V12.0
20.931975389134035,0.0021629951316582624,0.975745284105461,2.7146904445771966e-05,-0.000775429109211942,0.004596812499451306,0,0.0,,2.0886571238059696e-05,1.0,V12.0
20.967314824363047,0.0022468148423564214,0.9758291038161592,2.714859296787381e-05,-0.0006659294725490716,0.004744527955953207,0,0.0,,2.088652339716657e-05,1.0,V12.0
21.002713923128784,0.0023306345530546015,0.9759129235268573,2.7150279571184195e-05,-0.0005984871245902893,0.004892243412455149,0,0.0,,2.0886474086333582e-05,1.0,V12.0
21.03817278616114,0.002414454263752782,0.9759967432375555,2.715196422873388e-05,-0.0005311247793618988,0.005039958868957091,0,0.0,,2.08864232850992e-05,1.0,V12.0
21.07369151436007,0.00249827397445094,0.9760805629482536,2.715364691446811e-05,-0.0004939678100402754,0.005143046475080439,0,0.0,,2.08863709737106e-05,1.0,V12.0
21.109270208795884,0.0025820936851491207,0.9761643826589519,2.7155327603312665e-05,-0.00046539057033381575,0.005222691413309361,0,0.0,,2.088631713317419e-05,1.0,V12.0
21.144908970709523,0.002665913395847301,0.97624820236965,2.7157006271239534e-05,-0.0004526179628403375,0.00530200982355446,0,0.0,,2.0886261745305937e-05,1.0,V12.0
21.180607901512857,0.002749733106545459,0.9763320220803482,2.715868289533169e-05,-0.00046310552618972743,0.005379422576056426,0,0.0,,2.088620479278088e-05,1.0,V12.0
21.21636710278897,0.00283355281724364,0.9764158417910463,2.7160357453846837e-05,-0.0004735930895391202,0.0054568353285584115,0,0.0,,2.088614625918189e-05,1.0,V12.0
21.252186676292443,0.0029173725279418197,0.9764996615017445,2.7162029926279792e-05,-0.0004610873508604227,0.0055342480810603965,0,0.0,,2.088608612904733e-05,1.0,V12.0
21.288066723949655,0.003001192238639978,0.9765834812124427,2.7163700293423135e-05,-0.0004246186025715917,0.005611660833562362,0,0.0,,2.0886024387917405e-05,1.0,V12.0
21.32400734785907,0.0030850119493381583,0.9766673009231409,2.7165368537425778e-05,-0.0004204318672480643,0.005741366144253366,0,0.0,,2.0885961022378854e-05,1.0,V12.0
21.360008650291512,0.003168831660036339,0.9767511206338391,2.7167034641849345e-05,-0.0004514118867524493,0.005839023614621621,0,0.0,,2.0885896020107954e-05,1.0,V12.0
21.396070733690483,0.003252651370734497,0.9768349403445372,2.716869859172172e-05,-0.00048222074403759873,0.005903034681567509,0,0.0,,2.0885829369911345e-05,1.0,V12.0
21.432193700672432,0.003336471081432678,0.9769187600552354,2.7170360373587636e-05,-0.0005044950160596317,0.005967045748513413,0,0.0,,2.088576106176455e-05,1.0,V12.0
21.46837765402706,0.0034202907921308577,0.9770025797659336,2.7172019975556077e-05,-0.0005029503451825814,0.0061537651280538595,0,0.0,,2.0885691086848027e-05,1.0,V12.0
21.504622696717597,0.0035041105028290167,0.9770863994766318,2.7173677387343865e-05,-0.0005009204428662036,0.006363425271726627,0,0.0,,2.0885619437580288e-05,1.0,V12.0
21.540928931881123,0.0035879302135271964,0.9771702191873299,2.7175332600315443e-05,-0.0004988470318334305,0.006573085415399448,0,0.0,,2.088554610764808e-05,1.0,V12.0
21.577296462828844,0.003671749924225399,0.9772540388980281,2.717698560751846e-05,-0.0004967736208006568,0.006782745559072325,0,0.0,,2.0885471092033314e-05,1.0,V12.0
21.61372539304635,0.0037555696349235576,0.9773378586087262,2.717863640371477e-05,-0.0005045604368675615,0.006992302396101979,0,0.0,,2.0885394387036467e-05,1.0,V12.0
21.650215826193993,0.0038393893456217373,0.9774216783194245,2.7180284985406727e-05,-0.0005183128971812473,0.0072004030154084716,0,0.0,,2.0885315990296376e-05,1.0,V12.0
21.686767866107107,0.003923209056319918,0.9775054980301227,2.7181931350628007e-05,-0.0005320653574949331,0.007408503634714964,0,0.0,,2.088523590062908e-05,1.0,V12.0
21.723381616796342,0.004007028767018077,0.9775893177408208,2.7183575499327535e-05,-0.0005458178178086153,0.007616604254021402,0,0.0,,2.0885154118322397e-05,1.0,V12.0
21.760057182447948,0.004090848477716257,0.977673137451519,2.7185217433300594e-05,-0.0005595702781223012,0.007824704873327896,0,0.0,,2.088507064508255e-05,1.0,V12.0
21.796794667424063,0.004174668188414437,0.9777569571622171,2.7186857156132036e-05,-0.000573322738435987,0.008032805492634389,0,0.0,,2.0884985483990076e-05,1.0,V12.0
21.833594176263034,0.004258487899112596,0.9778407768729154,2.7188494673195382e-05,-0.0005870751987496693,0.008240906111940826,0,0.0,,2.0884898639498662e-05,1.0,V12.0
21.87045581367969,0.004342307609810776,0.9779245965836135,2.7190129991645952e-05,-0.0006008276590633552,0.008449006731247318,0,0.0,,2.0884810117429484e-05,1.0,V12.0
21.907379684565655,0.0044261273205089555,0.9780084162943117,2.7191763120408215e-05,-0.0006145801193770409,0.008628263858239504,0,0.0,,2.0884719924961004e-05,1.0,V12.0
21.944365893989634,0.004509947031207114,0.9780922360050098,2.7193394070157127e-05,-0.0006283325796907232,0.008779273050153651,0,0.0,,2.0884628070614216e-05,1.0,V12.0
21.98141454719773,0.004593766741905294,0.978176055715708,2.719502285329358e-05,-0.000642085040004409,0.008930282242067834,0,0.0,,2.088453456423336e-05,1.0,V12.0
22.018525749613726,0.0046672091977554425,0.9782494981715582,2.7196432760763675e-05,-0.0006544288792878326,0.009060872844721618,0,0.0,,2.0884439416962047e-05,1.0,V12.0
22.055699606839394,0.004730232171358165,0.9783125211451609,2.7197622929444126e-05,-0.000665338400924956,0.009170961770252518,0,0.0,,2.0884342641214977e-05,1.0,V12.0
22.092936224654792,0.004793255144960904,0.9783755441187636,2.719881098284536e-05,-0.0006762436928469181,0.009281050695783449,0,0.0,,2.088424425064519e-05,1.0,V12.0
22.130235709018567,0.004856278118563643,0.9784385670923663,2.7199996940008823e-05,-0.0006871489847688801,0.009410171130123782,0,0.0,,2.0884144260107117e-05,1.0,V12.0
22.167598166068256,0.004919301092166365,0.978501590065969,2.720118082149093e-05,-0.0006980542766908392,0.009645039785930279,0,0.0,,2.0884042685615454e-05,1.0,V12.0
22.20502370212059,0.0049823240657691035,0.9785646130395719,2.7202362649324133e-05,-0.0007089595686128012,0.009879908441736838,0,0.0,,2.0883939544314985e-05,1.0,V12.0
22.24251242367179,0.005045347039371842,0.9786276360131746,2.7203542447025422e-05,-0.0007198648605347632,0.010114777097543397,0,0.0,,2.088383485448683e-05,1.0,V12.0
22.28006443739788,0.005108370012974564,0.9786906589867773,2.7204720239434634e-05,-0.0007307701524567223,0.010349645753349896,0,0.0,,2.0883728635424084e-05,1.0,V12.0
22.317679850154974,0.005171392986577303,0.97875368196038,2.7205896052647044e-05,-0.0007416754443786844,0.010584514409156457,0,0.0,,2.0883620907379758e-05,1.0,V12.0
22.35535876897961,0.0052344159601800415,0.9788167049339828,2.7207069913872965e-05,-0.0007525807363006464,0.010800454050128045,0,0.0,,2.0883511691458864e-05,1.0,V12.0
22.39310130108902,0.005297438933782764,0.9788797279075855,2.7208241851880155e-05,-0.0007634860282226055,0.010972429357568484,0,0.0,,2.0883401009957692e-05,1.0,V12.0
22.43090755388145,0.005360461907385502,0.9789427508811882,2.72094118964098e-05,-0.0007723735947499014,0.01114440466500897,0,0.0,,2.0883288885915362e-05,1.0,V12.0
22.46877763493648,0.005423484880988241,0.9790057738547909,2.721058007783292e-05,-0.0007788047920819416,0.011316379972449454,0,0.0,,2.0883175342849882e-05,1.0,V12.0
22.506711652015305,0.005486507854590963,0.9790687968283937,2.7211746427368293e-05,-0.0007852359894139802,0.011488355279889895,0,0.0,,2.0883060404925328e-05,1.0,V12.0
22.544709713061057,0.0055495308281937016,0.9791318198019964,2.7212910977003603e-05,-0.0007915953616666468,0.011660330587330379,0,0.0,,2.088294409689113e-05,1.0,V12.0
22.582771926199108,0.00561255380179644,0.9791948427755992,2.7214073759209834e-05,-0.00079793301400069,0.011832305894770865,0,0.0,,2.0882826443862815e-05,1.0,V12.0
22.620898399737378,0.005675576775399163,0.9792578657492019,2.7215234806797564e-05,-0.0008042706663347316,0.0120041025992873,0,0.0,,2.0882707471211613e-05,1.0,V12.0
22.65908924216664,0.005738599749001901,0.9793208887228046,2.7216394153441437e-05,-0.0008106083186687747,0.012174419292917321,0,0.0,,2.0882587204966835e-05,1.0,V12.0
22.697344562160836,0.00580162272260464,0.9793839116964074,2.7217551833212108e-05,-0.0008339642873497838,0.012344735986547343,0,0.0,,2.0882465671456583e-05,1.0,V12.0
22.735664468577387,0.0058646456962073625,0.9794469346700101,2.7218707880457226e-05,-0.0008415862155024637,0.012515052680177318,0,0.0,,2.0882342897216393e-05,1.0,V12.0
22.774049070457483,0.0059276686698101,0.9795099576436128,2.7219862328728153e-05,-0.000848960991833854,0.012685369373807341,0,0.0,,2.0882218908165772e-05,1.0,V12.0
22.81249847702642,0.00599069164341284,0.9795729806172155,2.7221015213091853e-05,-0.0008563357681652441,0.01285568606743736,0,0.0,,2.0882093731381886e-05,1.0,V12.0
22.851012797693897,0.006053714617015562,0.9796360035908183,2.7222166568650323e-05,-0.0008637105444966324,0.013026002761067336,0,0.0,,2.0881967393963532e-05,1.0,V12.0
22.88959214205433,0.0061167375906183005,0.979699026564421,2.7223316430056003e-05,-0.0008710853208280226,0.013196319454697356,0,0.0,,2.088183992265944e-05,1.0,V12.0
22.928236619887155,0.006179760564221022,0.9797620495380237,2.7228020447648814e-05,-0.0008784600971594109,0.013366636148327333,0,0.0,,2.0884438572861925e-05,1.0,V12.0
22.96694634115716,0.006242783537823761,0.9798250725116265,2.7233153915360605e-05,-0.0008858348734908011,0.013536952841957356,0,0.0,,2.0887366352784394e-05,1.0,V12.0
23.005721416014783,0.006305806511426499,0.9798880954852293,2.7238766088440066e-05,-0.0008932096498221912,0.013707269535587376,0,0.0,,2.0890660990814073e-05,1.0,V12.0
23.044561954796425,0.0063688294850292385,0.979951118458832,2.724491132600557e-05,-0.000904792433330892,0.013877586229217396,0,0.0,,2.0894364122246996e-05,1.0,V12.0
23.083468068024768,0.006431852458631961,0.9800141414324347,2.7251649563541773e-05,-0.0009378564879499946,0.014047902922847374,0,0.0,,2.089852165068827e-05,1.0,V12.0
23.122439866409092,0.006494875432234699,0.9800771644060374,2.725968948818739e-05,-0.0009709205425691063,0.014218219616477392,0,0.0,,2.0903676956176496e-05,1.0,V12.0
23.16147746084559,0.006557898405837438,0.9801401873796401,2.7268576569989178e-05,-0.00098439746289592,0.014388536310107416,0,0.0,,2.0909481361540867e-05,1.0,V12.0
23.20058096241767,0.00662092137944016,0.9802032103532429,2.7278366808033196e-05,-0.0009959856485944707,0.014558853003737392,0,0.0,,2.091597771057546e-05,1.0,V12.0
23.239750482396303,0.006683944353042898,0.9802662333268456,2.7289158297616032e-05,-0.0010075738342930243,0.014729169697367412,0,0.0,,2.0923241114950515e-05,1.0,V12.0
23.27898613224029,0.006746967326645637,0.9803292563004483,2.7301058722679007e-05,-0.001019162019991578,0.014899486390997434,0,0.0,,2.093135402330378e-05,1.0,V12.0
23.318288023596637,0.006809990300248359,0.980392279274051,2.7314186183795265e-05,-0.0010307502056901283,0.015069803084627409,0,0.0,,2.0940406854243945e-05,1.0,V12.0
23.357656268300822,0.006873013273851098,0.9804553022476539,2.732867007767601e-05,-0.001042338391388682,0.01524011977825743,0,0.0,,2.0950498668665732e-05,1.0,V12.0
23.397090978377143,0.0069360362474538365,0.9805183252212566,2.734465203667384e-05,-0.0010539265770872356,0.015410436471887452,0,0.0,,2.0961737887862443e-05,1.0,V12.0
23.43659226603903,0.006999059221056559,0.9805813481948593,2.736228691298585e-05,-0.0010655147627857862,0.015580753165517429,0,0.0,,2.0974243045694413e-05,1.0,V12.0
23.476160243689357,0.007062082194659298,0.980644371168462,2.738174387399302e-05,-0.0010771029484843396,0.015751069859147447,0,0.0,,2.0988143625725594e-05,1.0,V12.0
23.515795023920777,0.007125105168262036,0.9807073941420648,2.7403207526994262e-05,-0.0010886911341828932,0.015921386552777472,0,0.0,,2.100358092064744e-05,1.0,V12.0
23.555496719516025,0.007188128141864759,0.9807704171156675,2.742687912530948e-05,-0.0011002793198814438,0.016091703246407445,0,0.0,,2.102070895381719e-05,1.0,V12.0
23.595265443448252,0.0072511511154674975,0.9808334400892702,2.7452977847299895e-05,-0.0011118675055799972,0.016262019940037467,0,0.0,,2.1039695456412124e-05,1.0,V12.0
23.63510130888133,0.007314174089070236,0.9808964630628729,2.7481742145824755e-05,-0.0011234556912785509,0.01643233663366749,0,0.0,,2.1060722898279843e-05,1.0,V12.0
23.675004429170208,0.007377197062672959,0.9809594860364756,2.7513431177097846e-05,-0.0011350438769771017,0.016602653327297465,0,0.0,,2.1083989579335184e-05,1.0,V12.0
23.71497491786119,0.007440220036275697,0.9810225090100784,2.7548326308042853e-05,-0.001146632062675655,0.016772970020927484,0,0.0,,2.1109710780792924e-05,1.0,V12.0
23.75501288869229,0.007503243009878419,0.9810855319836811,2.7586732703754626e-05,-0.0011582202483742057,0.016943286714557464,0,0.0,,2.1138119977447458e-05,1.0,V12.0
23.795118455593546,0.007566265983481157,0.9811485549572839,2.7628980996414825e-05,-0.0011698084340727593,0.017113603408187485,0,0.0,,2.116947011201201e-05,1.0,V12.0
23.835291732687338,0.007629288957083895,0.9812115779308866,2.7675429036714926e-05,-0.001198513398524907,0.017283920101817504,0,0.0,,2.1204034932303173e-05,1.0,V12.0
23.87553283428873,0.007692311930686634,0.9812746009044894,2.772646372850775e-05,-0.0012293047031484113,0.017454236795447522,0,0.0,,2.124211039180201e-05,1.0,V12.0
23.915841874905773,0.007755334904289357,0.9813376238780921,2.7782502947036922e-05,-0.0012600960077719075,0.017624553489077502,0,0.0,,2.1284016113838052e-05,1.0,V12.0
23.956218969239846,0.007818357877892096,0.9814006468516948,2.784399754068278e-05,-0.0012908873123954113,0.01779487018270752,0,0.0,,2.133009691932746e-05,1.0,V12.0
23.99666423218598,0.007881380851494833,0.9814636698252975,2.7911433415709475e-05,-0.0013216786170189153,0.017965186876337542,0,0.0,,2.1380724417649377e-05,1.0,V12.0
24.037177778833183,0.007944403825097557,0.9815266927989003,2.7985333703003697e-05,-0.0013524699216424115,0.018135503569967522,0,0.0,,2.143629865986555e-05,1.0,V12.0
24.07775972446476,0.008007426798700295,0.981589715772503,2.8066261005255873e-05,-0.001383261226265915,0.01830582026359754,0,0.0,,2.1497249853075903e-05,1.0,V12.0
24.11841018455866,0.008070449772303034,0.9816527387461058,2.8154819722453285e-05,-0.0014140525308894193,0.018476136957227562,0,0.0,,2.1564040134257292e-05,1.0,V12.0
24.159129274787787,0.008133472745905757,0.9817157617197085,2.8251658452928447e-05,-0.0014448438355129155,0.018646453650857542,0,0.0,,2.1637165401454353e-05,1.0,V12.0
24.199917111020337,0.008196495719508494,0.9817787846933113,2.8357472466536993e-05,-0.0014756351401364193,0.01881677034448756,0,0.0,,2.1717157199679288e-05,1.0,V12.0
24.24077380932012,0.008259518693111216,0.981841807666914,2.8473006264497506e-05,-0.0015064264447599155,0.018987087038117537,0,0.0,,2.1804584672631182e-05,1.0,V12.0
24.281699485946913,0.008322541666713956,0.9819048306405167,2.859905614873195e-05,-0.0015372177493834193,0.019157403731747562,0,0.0,,2.190005652112535e-05,1.0,V12.0
24.322694257356755,0.008385564640316694,0.9819678536141194,2.8736472899946637e-05,-0.0015680090540069233,0.01932772042537758,0,0.0,,2.2004223044220925e-05,1.0,V12.0
24.363758240202312,0.008448587613919433,0.9820308765877221,2.8886164490341118e-05,-0.0015988003586304275,0.019498037119007598,0,0.0,,2.2117778206271632e-05,1.0,V12.0
24.404891551333183,0.008511610587522155,0.9820938995613249,2.9049098839702742e-05,-0.0016295916632539235,0.019668353812637575,0,0.0,,2.2241461736596362e-05,1.0,V12.0
24.44609430779625,0.008574633561124893,0.9821569225349276,2.9226306606706537e-05,-0.0016603829678774275,0.019838670506267597,0,0.0,,2.2376061255495597e-05,1.0,V12.0
24.48736662683601,0.008637656534727617,0.9822199455085303,2.941888400619074e-05,-0.0016911742725009235,0.02000898719989757,0,0.0,,2.252241441953866e-05,1.0,V12.0
24.528708625894897,0.008700679508330355,0.982282968482133,2.962799564221922e-05,-0.0017219655771244277,0.02017930389352759,0,0.0,,2.2681411078315487e-05,1.0,V12.0
24.570120422613623,0.008763702481933092,0.9823459914557359,2.9854877375626262e-05,-0.0017527568817479315,0.020349620587157613,0,0.0,,2.285399545696043e-05,1.0,V12.0
24.611602134831514,0.008826725455535832,0.9824090144293386,3.0100839111579537e-05,-0.0017835481863714355,0.020519937280787635,0,0.0,,2.3041168276820973e-05,1.0,V12.0
24.653153880586842,0.008889748429138554,0.9824720374029413,3.0367267585307237e-05,-0.0018143394909949317,0.02069025397441761,0,0.0,,2.32439888741074e-05,1.0,V12.0
24.694775778117172,0.008952771402741292,0.982535060376544,3.065562919461845e-05,-0.0018451307956184352,0.020860570668047633,0,0.0,,2.3463577353744547e-05,1.0,V12.0
24.736467945859694,0.009015794376344047,0.9825980833501468,3.0967472703535145e-05,-0.001875922100241948,0.021030887361677703,0,0.0,,2.3701116643954694e-05,1.0,V12.0
24.778230502451514,0.009078817349946786,0.9826611063237495,3.1304431899588424e-05,-0.0019067134048654517,0.02120120405530772,0,0.0,,2.39578545147844e-05,1.0,V12.0
24.820063566730077,0.009141840323549508,0.9827241292973522,3.166822816825025e-05,-0.0019375047094889477,0.0213715207489377,0,0.0,,2.4235105532632408e-05,1.0,V12.0
24.86196725773345,0.009204863297152246,0.9827871522709549,3.206067296564641e-05,-0.001968296014112452,0.021541837442567716,0,0.0,,2.4534252936372394e-05,1.0,V12.0
24.903941694700666,0.00926788627075497,0.9828501752445576,3.248367017045972e-05,-0.001999087318735948,0.021712154136197696,0,0.0,,2.485675042048816e-05,1.0,V12.0
24.945986997072076,0.009330909244357708,0.9829131982181605,3.293921829505033e-05,-0.0020430962988360617,0.021882470829827715,0,0.0,,2.520412380997009e-05,1.0,V12.0
24.98810328448967,0.009393932217960447,0.9829762211917632,3.342941253498412e-05,-0.002099478368423697,0.022052787523457736,0,0.0,,2.5577972611087483e-05,1.0,V12.0
25.03029067679745,0.009443788440323835,0.9830260774141265,3.395610456357752e-05,-0.002209519677724612,0.022222125763191256,0,0.0,,2.597997142157509e-05,1.0,V12.0
25.07254929404173,0.009488469034701718,0.9830707580085044,3.452178233684188e-05,-0.002340653529725994,0.022391079389190043,0,0.0,,2.641187118324463e-05,1.0,V12.0
25.114879256471504,0.0095331496290796,0.9831154386028823,3.5128972099112964e-05,-0.002471787381727375,0.022560033015188826,0,0.0,,2.6875500259572234e-05,1.0,V12.0
25.157280684538794,0.009577830223457482,0.9831601191972602,3.57801703972293e-05,-0.0026029212337287566,0.02272898664118761,0,0.0,,2.737276532042891e-05,1.0,V12.0
25.19975369889896,0.009622510817835354,0.9832047997916381,3.647801309254092e-05,-0.002734055085730104,0.022897940267186348,0,0.0,,2.790567935059952e-05,1.0,V12.0
25.242298420411085,0.009667191412213234,0.983249480386016,3.722517029986984e-05,-0.002865188937731485,0.02306518558525836,0,0.0,,2.8476281262667622e-05,1.0,V12.0
25.284914970138285,0.009711872006591106,0.9832941609803938,3.8024450846169615e-05,-0.002931511014103061,0.023231279213695017,0,0.0,,2.9086715797994786e-05,1.0,V12.0
25.327603469348073,0.009756552600968992,0.9833388415747717,3.887876794687647e-05,-0.0029932525718535863,0.02339737284213172,0,0.0,,2.9739207253737485e-05,1.0,V12.0
25.370364039512694,0.009801233195346874,0.9833835221691496,3.979113876031774e-05,-0.0030549941296041123,0.023557588173410134,0,0.0,,3.0436059128421653e-05,1.0,V12.0
25.413196802309475,0.009845913789724743,0.9834282027635275,4.076468354597678e-05,-0.0031167356873546214,0.02360819102669447,0,0.0,,3.117965346459191e-05,1.0,V12.0
25.456101879621176,0.009890594384102627,0.9834728833579054,4.18026244032241e-05,-0.003177188983896217,0.023658793879978827,0,0.0,,3.1972449870718096e-05,1.0,V12.0
25.499079393536324,0.009935274978480511,0.9835175639522832,4.290828356774476e-05,-0.0032364732137277505,0.023709396733263183,0,0.0,,3.2816984205020887e-05,1.0,V12.0
25.542129466349575,0.009979955572858381,0.9835622445466611,4.408508124391097e-05,-0.003295757443559269,0.02375999958654752,0,0.0,,3.371586690466241e-05,1.0,V12.0
25.585252220562047,0.010024636167236265,0.983606925141039,4.533653295128954e-05,-0.0033550416733908023,0.02381060243983188,0,0.0,,3.46717809437069e-05,1.0,V12.0
25.628447778881682,0.010069316761614147,0.9836516057354169,4.666624636653622e-05,-0.003414325903222336,0.023861205293116233,0,0.0,,3.568747940560289e-05,1.0,V12.0
25.671716264223594,0.010113997355992018,0.9836962863297948,4.807791764198225e-05,-0.0034736101330538538,0.023911808146400575,0,0.0,,3.6765782655982996e-05,1.0,V12.0
25.7150577997104,0.010158677950369902,0.9837409669241727,4.9575327183115635e-05,-0.0035328943628853875,0.02396241099968493,0,0.0,,3.790957510226764e-05,1.0,V12.0
25.758472508672604,0.010203358544747784,0.9837856475185505,5.1162334872187376e-05,-0.0035921785927169212,0.024059635391499804,0,0.0,,3.912180153040659e-05,1.0,V12.0
25.80196051464891,0.010248039139125656,0.9838303281129284,5.2842874722130334e-05,-0.003651462822548439,0.024250169508914395,0,0.0,,4.0405463006769254e-05,1.0,V12.0
25.845521941386608,0.01029271973350354,0.9838750087073063,5.462094895127014e-05,-0.0037107470523799727,0.024440703626329028,0,0.0,,4.1763612338007875e-05,1.0,V12.0
25.889156912841898,0.010337400327881422,0.9839196893016842,5.65006214658866e-05,-0.0037700312822115064,0.024631237743743668,0,0.0,,4.319934907910458e-05,1.0,V12.0
25.93286555318026,0.010382080922259292,0.9839643698960621,5.848601076027137e-05,-0.003829315512043024,0.024821771861158252,0,0.0,,4.471581409708507e-05,1.0,V12.0
25.97664798677681,0.010426761516637174,0.9840090504904399,6.058128221432686e-05,-0.003888599741874558,0.025012305978572884,0,0.0,,4.631618367524893e-05,1.0,V12.0
26.020504338216632,0.010471442111015057,0.9840537310848178,6.279063979118306e-05,-0.003929490831679069,0.025202840095987524,0,0.0,,4.800366315991993e-05,1.0,V12.0
26.06443473229516,0.01051612270539293,0.9840984116791957,6.511410537684434e-05,-0.003964788894839756,0.025393374213402112,0,0.0,,4.977826035613467e-05,1.0,V12.0
26.108439294018513,0.010560803299770813,0.9841430922735735,6.755962837119341e-05,-0.0040000869580004515,0.025583908330816744,0,0.0,,5.1646043265863683e-05,1.0,V12.0
26.152518148603853,0.010605483894148695,0.9841877728679514,7.013141404859044e-05,-0.004057462470506646,0.025774442448231384,0,0.0,,5.3610216958339955e-05,1.0,V12.0
26.19667142147976,0.010650164488526567,0.9842324534623292,7.283366110616073e-05,-0.0041554737814491465,0.02596497656564597,0,0.0,,5.567398103730324e-05,1.0,V12.0
26.240899238286566,0.010694845082904449,0.9842771340567071,7.567054992769373e-05,-0.0042480872732972965,0.026155510683060604,0,0.0,,5.78405206711753e-05,1.0,V12.0
